title	author	publisher	edition	volumes
بشارة المحبوب بتكفير الذنوب	 عبد الرحمن بن خليل بن سلامة، زين الدين الأذرعي القابوني، ويعرف بابن الشيخ خليل (المتوفى  869هـ)	 مجدي السيد إبراهيم	 مكتبة القرآن، القاهرة				 1	
بشرى الكئيب بلقاء الحبيب	 عبد الرحمن بن أبي بكر، جلال الدين السيوطي (المتوفى  911هـ)	 عبد الحميد محمد الدرويش	 دار يعرب للدراسات والنشر والتوزيع، دمشق			 الأولى، 1425 هـ - 2004 م	 1	
بصائر ذوي التمييز في لطائف الكتاب العزيز	 مجد الدين أبو طاهر محمد بن يعقوب الفيروزآبادى (المتوفى  817هـ)	 محمد علي النجار	 المجلس الأعلى للشئون الإسلامية - لجنة إحياء التراث الإسلامي، القاهرة				 6	
بصائر في الفتن	 محمد بن أحمد بن إسماعيل المقدم		 الدار العالمية للنشر والتوزيع، الإسكندرية - مصر			 الثانية، 1429 هـ - 2008 م	 1	
بطاقة الائتمان	 بكر بن عبد الله أبو زيد بن محمد بن عبد الله بن بكر بن عثمان بن يحيى بن غيهب بن محمد (المتوفى  1429هـ)							
بعض فوائد صلح الحديبية (مطبوع ضمن مؤلفات الشيخ محمد بن عبد الوهاب، الجزء الثاني عشر)	 محمد بن عبد الوهاب بن سليمان التميمي النجدي (المتوفى  1206هـ)	 ناصر بن سعد الرشيد	 جامعة الإمام محمد بن سعود، الرياض، المملكة العربية السعودية			 -	 1	
بغية الإربة في معرفة أحكام الحسبة	 وجيه الدين عبد الرحمن بن علي الشيباني المعروف بـ «ابن الديبع» (866 هـ - 944 هـ / 1461 م - 1537 م)		 معهد البحوث العلمية - مركز احياء التراث الاسلامي - جامعة أم القرى، مكة المكرمة - المملكة العربية السعودية			 الأولى، 1423 هـ - 2002 م	 1	
بغية الإيضاح لتلخيص المفتاح في علوم البلاغة	 عبد المتعال الصعيدي (المتوفى  1391هـ)		 مكتبة الآداب			 السابعة عشر  1426هـ-2005م	 4	
بغية الطلب في تاريخ حلب	 عمر بن أحمد بن هبة الله بن أبي جرادة العقيلي، كمال الدين ابن العديم (المتوفى  660هـ)	 د. سهيل زكار	 دار الفكر				 12	
بغية المتطوع في صلاة التطوع	 محمد بن عمر بن سالم بازمول		 دار الهجرة للنشر والتوزيع، الرياض - المملكة العربية السعودية			 الأولى، 1414 هـ - 1994 م	 1	
بغية المرتاد في الرد على المتفلسفة والقرامطة والباطنية	 تقي الدين أبو العباس أحمد بن عبد الحليم بن عبد السلام بن عبد الله بن أبي القاسم بن محمد ابن تيمية الحراني الحنبلي الدمشقي (المتوفى  728هـ)	 موسى الدويش	 مكتية العلوم والحكم، المدينة المنورة، المملكة العربية السعودية			 الثالثة، 1415هـ/1995م	 1	
بغية المستفيد في علم التجويد - سلسلة لقاء العشر الأواخر بالمسجد الحرام (22)	 محمد بن بدر الدين بن عبد الحق ابن بلبان الحنبلي (المتوفى  1083 هـ)		 دار البشائر الإسلامية للطباعة والنشر والتوزيع، بيروت - لبنان			 الأولى، 1422 هـ - 2001 م	 1	
بغية الملتمس في تاريخ رجال أهل الأندلس	 أحمد بن يحيى بن أحمد بن عميرة، أبو جعفر الضبي (المتوفى  599هـ)		 دار الكاتب العربي - القاهرة					
بغية الملتمس في سباعيات حديث الإمام مالك بن أنس	 صلاح الدين أبو سعيد خليل بن كيكلدي بن عبد الله الدمشقي العلائي (المتوفى  761هـ)		 عالم الكتب، بيروت			 الأولى، 1405 هـ - 1985 م	 1	
بغية النقاد النقلة فيما أخل به كتاب «البيان» وأغفله أو ألم به فما تممه ولا كمله	 أبو عبد الله محمد بن أبي بكر بن خلف بن فرج بن صاف المراكشي المالكي المعروف بابن المواق (المتوفى  642 هـ)		 مكتبة أضواء السلف، الرياض - المملكة العربية السعودية			 الأولى، 1425 هـ - 2004 م	 2	
بغية الوعاة في طبقات اللغويين والنحاة	 عبد الرحمن بن أبي بكر، جلال الدين السيوطي (المتوفى  911هـ)	 محمد أبو الفضل إبراهيم	 المكتبة العصرية - لبنان / صيدا				 2	
بلاغات النساء	 أبو الفضل أحمد بن أبي طاهر ابن طيفور (المتوفى  280هـ)		 مطبعة مدرسة والدة عباس الأول، القاهرة				 1	
بلاغ الرسالة القرآنية؛ من أجل إبصار لآيات الطريق	 فريد الأنصاري المغربي (المتوفى  1430 هـ)		 دار السلام للطباعة والنشر والتوزيع والترجمة، القاهرة			 الأولى، 1430 هـ - 2009 م	 1	
بلغة الأريب في مصطلح آثار الحبيب	 محمد بن محمد بن عبد الرزاق الحسيني، أبو الفيض، الملقب بمرتضى، الزبيدي (المتوفى  1205هـ)	 عبد الفتاح أبو غدة	 مكتب المطبوعات الإسلامية - حلب			 الثانية، 1408هـ	 1	
بلغة الطالب الحثيث في صحيح عوالي الحديث	 ضياء الدين أبو عبد الله محمد بن عبد الواحد المقدسي (المتوفى  643هـ)		 مخطوط نشر في برنامج جوامع الكلم المجاني التابع لموقع الشبكة الإسلامية			 الأولى، 2004		
بلغة الطالب الحثيث في صحيح عوالي الحديث - مخطوط	 أبو محمد موفق الدين عبد الله بن أحمد بن محمد بن قدامة الجماعيلي المقدسي ثم الدمشقي الحنبلي، الشهير بابن قدامة المقدسي (المتوفى  620هـ)							
بلوغ الأمل في فن الزجل	 ابن حجة الحموي، تقي الدين أبو بكر بن علي بن عبد الله الحموي الأزراري (المتوفى  837هـ)							
بلوغ الغاية من تهذيب بداية الهداية للإمام أبي حامد الغزالي (رحمه الله)	 أبي عبد الرحمن البحيري وائل بن حافظ بن خلف		 دار البشير للثقافة والعلوم				 1	
بلوغ المرام من أدلة الأحكام	 أبو الفضل أحمد بن علي بن محمد بن أحمد بن حجر العسقلاني (المتوفى  852هـ)	 سمير بن أمين الزهري	 دار الفلق - الرياض			 السابعة، 1424 هـ	 1	
بلوغ المرام من أدلة الأحكام	 أبو الفضل أحمد بن علي بن محمد بن أحمد بن حجر العسقلاني (المتوفى  852 هـ)	 الدكتور ماهر ياسين الفحل	 دار القبس للنشر والتوزيع، الرياض - المملكة العربية السعودية			 الأولى، 1435 هـ - 2014 م	 1	
بناء المجتمع الإسلامي	 د نبيل السمالوطي		 دار الشروق للنشر والتوزيع والطباعة			 الثالثة 1418هـ-1998م	 1	
بنو إسرائيل في ضوء الإسلام	 محمد أمين سليم		 الجامعة الإسلامية بالمدينة المنورة			 السنة السابعة - العدد الثالث - محرم 1395 هـ - يناير 1975 م	 1	
بهجة المجالس وأنس المجالس	 أبو عمر يوسف بن عبد الله بن محمد بن عبد البر بن عاصم النمري القرطبي (المتوفى  463هـ)							
بهجة المحافل وأجمل الوسائل بالتعريف برواة الشمائل	 إبراهيم بن إبراهيم بن حسن اللقاني، أبو الإمداد، برهان الدين المالكي (المتوفى  1041هـ)		 مركز النعمان للبحوث والدراسات الإسلامية وتحقيق التراث والترجمة، اليمن			 الأولى، 1432 هـ - 2011 م	 2	
بهجة المحافل وبغية الأماثل في تلخيص المعجزات والسير والشمائل	 يحيى بن أبى بكر بن محمد بن يحيى العامري الحرضي (المتوفى  893هـ)		 دار صادر - بيروت			 -	 2	
بهجة النظر في آداب السفر	 أزهري أحمد محمود		 دار ابن خزيمة				 1	
بهجة قلوب الأبرار وقرة عيون الأخيار في شرح جوامع الأخبار	 أبو عبد الله، عبد الرحمن بن ناصر بن عبد الله بن ناصر بن حمد آل سعدي (المتوفى  1376هـ)	 عبد الكريم بن رسمي ال الدريني				 الأولى 1422هـ - 2002م	 1	
بهجة قلوب الأبرار وقرة عيون الأخيار في شرح جوامع الأخبار	 أبو عبد الله، عبد الرحمن بن ناصر بن عبد الله بن ناصر بن حمد آل سعدي (المتوفى  1376هـ)		 وزارة الشئون الإسلامية والأوقاف والدعوة والإرشاد - المملكة العربية السعودية			 الرابعة، 1423هـ	 1	 208
بيئات التربية الإسلامية	 عباس محجوب		 الجامعة الإسلامية، المدينة المنورة			 السنة الثانية عشر - العدد السادس والأربعون - ربيع الآخر- جمادى الأولى - جمادى الثانية، 1400هـ	 1	
بيان أخطاء المعجم المفهرس لألفاظ الحديث النبوي	 شاكر ذيب فياض		 مجلة جامعة الملك سعود - العلوم التربوية والدراسات الإسلامية (2)، 1412 هـ - 1992 م				 1.	
بيان إعجاز القرآن	 أبو سليمان حمد بن محمد بن إبراهيم بن الخطاب البستي المعروف بالخطابي (المتوفى  388هـ)	 محمد خلف الله، د. محمد زغلول سلام	 دار المعارف بمصر			 الثالثة، 1976م	 1	
بيان التوحيد الذي بعث الله به الرسل جميعا وبعث به خاتمهم محمدا عليه السلام	 عبد العزيز بن عبد الله بن باز (المتوفى  1420هـ)		 رئاسة إدارة البحوث العلمية والإفتاء والدعوة والإرشاد إدارة الطبع والترجمة			 الأولى، 1417هـ - 1996م	 1	 100
بيان العلم الأصيل والمزاحم الدخيل	 أبو محمد عبد الكريم بن صالح بن عبد الكريم الحميد		 غير معروف (فهرسة مكتبة الملك فهد الوطنية)			 الأولى، 1424 هـ	 1	
بيان المحجة في الرد على اللجة (مطبوع ضمن الرسائل والمسائل النجدية، الجزء الرابع، القسم الأول)	 عبد الرحمن بن حسن بن محمد بن عبد الوهاب بن سليمان التميمي (المتوفى  1285هـ)		 دار العاصمة، الرياض، المملكة العربية السعودية			 الأولى بمصر، 1349هـ	 1	
بيان المختصر شرح مختصر ابن الحاجب	 محمود بن عبد الرحمن (أبي القاسم) ابن أحمد بن محمد، أبو الثناء، شمس الدين الأصفهاني (المتوفى  749هـ)	 محمد مظهر بقا	 دار المدني، السعودية			 الأولى، 1406هـ / 1986م	 3	
بيان المعاني [مرتب حسب ترتيب النزول]	 عبد القادر بن ملا حويش السيد محمود آل غازي العاني (المتوفى  1398هـ)		 مطبعة الترقي - دمشق			 الأولى، 1382 هـ - 1965 م		
بيان الناسخ والمنسوخ من آي الذكر الحكيم (ضمن «المحاضرات» المطبوعة بـ «بآثار الشنقيطي»)	 محمد الأمين بن محمد المختار الجكني الشنقيطي (1325 - 1393)		 دار عالم الفوائد للنشر والتوزيع، مكة المكرمة - المملكة العربية السعودية			 الأولى، 1426 هـ	 1	
بيان الوهم والإيهام في كتاب الأحكام	 علي بن محمد بن عبد الملك الكتامي الحميري الفاسي، أبو الحسن ابن القطان (المتوفى   628هـ)	 د. الحسين آيت سعيد	 دار طيبة - الرياض			 الأولى ، 1418هـ-1997م	 6 (5 أجزاء ، ومجلد فهارس)	
بيان تلبيس الجهمية في تأسيس بدعهم الكلامية	 تقي الدين أبو العباس أحمد بن عبد الحليم بن عبد السلام بن عبد الله بن أبي القاسم بن محمد ابن تيمية الحراني الحنبلي الدمشقي (المتوفى  728هـ)	 مجموعة من المحققين	 مجمع الملك فهد لطباعة المصحف الشريف			 الأولى، 1426هـ	 10	
بيان حقيقة التوحيد الذي جاءت به الرسل ودحض الشبهات التي أثيرت حوله	 صالح بن فوزان بن عبد الله الفوزان		 الجامعة الإسلامية، المدينة المنورة				 1	
بيان خطأ من أخطأ على الشافعي	 أحمد بن الحسين بن علي بن موسى الخسروجردي الخراساني، أبو بكر البيهقي (المتوفى  458هـ)	 د. الشريف نايف الدعيس	 مؤسسة الرسالة - بيروت			 الأولى، 1402	 1	
بيان خطأ البخاري	 عبد الرحمن بن محمد بن إدريس بن المنذر التميمي، الحنظلي، الرازي ابن أبي حاتم (المتوفى  327هـ)	 عبد الرحمن بن يحيى المعلمى اليماني (صحح عن النسخة القديمة الوحيدة المحفوظة في مكتبة أحمد الثالث باستانبول [رقم 624] )	 دائرة المعارف العثمانية بحيدر آباد الدكن					
بيان عقيدة أهل السنة والجماعة ولزوم اتباعها في ضوء الكتاب والسنة	 د. سعيد بن علي بن وهف القحطاني		 مطبعة سفير، الرياض				 1	
فضل علم السلف على الخلف	 عبد الرحمن بن أحمد بن رجب الحنبلي (المتوفى  795هـ) 							
بيان كلمة التوحيد والرد على الكشميري عبد المحمود (مطبوع ضمن الرسائل والمسائل النجدية، الجزء الرابع، القسم الأول)	 عبد الرحمن بن حسن بن محمد بن عبد الوهاب بن سليمان التميمي (المتوفى  1285هـ)		 دار العاصمة، الرياض، المملكة العربية السعودية			 الأولى، بمصر 1349هـ، النشرة الثالثة، 1412هـ	 1	
بيع المرابحة للآمر بالشراء - دراسة تطبيقية في ضوء تجربة شركة بيت المال الفلسطيني العربي	 حسام الدين بن موسى محمد بن عفانة		 طبع على نفقة شركة بيت المال الفلسطيني العربي			 الأولى، 1996 م	 1	
بينات الرسول صلى الله عليه وآله وسلم ومعجزاته	 عبد المجيد بن عزيز الزنداني		 دار الإيمان - القاهرة			 -	 1	
بين الرشاد والتيه	 مالك بن الحاج عمر بن الخضر بن نبي (المتوفى  1393هـ)	 (إشراف ندوة مالك بن نبي)	 دار الفكر - دمشق سورية			 الأولى، 1978م	 1	
بين العقيدة والقيادة	 اللواء الركن محمود شيت خطاب		 دار القلم - دمشق، الدار الشامية - بيروت			 الأولى، 1419 هـ - 1998 م	 1	
تأثر الدعوات الإصلاحية في أندونيسيا بدعوة الشيخ محمد بن عبد الوهاب (مطبوع ضمن بحوث ندوة دعوة الشيخ محمد بن عبد الوهاب)	 نجيح عبد الله		 عمادة البحث العلمي بجامعة الإمام محمد بن سعود الإسلامية، الرياض، المملكة العربية السعودية			 الثانية، 1411هـ/1991م.	 1	
تأخير الظلامة إلى يوم القيامة	 عبد الرحمن بن أبي بكر، جلال الدين السيوطي (المتوفى  911هـ)	 أبو المنذر المنياوي	 مخطوط ينشر لأول مرة بالمكتبة الشاملة، 1434 هـ				 1	
تأخير الظلامة إلى يوم القيامة - مخطوط	 عبد الرحمن بن أبي بكر، جلال الدين السيوطي (المتوفى  911هـ)							
تأخير نصر الدين لطف بالمؤمنين ومكر بالكافرين والمنافقين	 أبو محمد عبد الكريم بن صالح بن عبد الكريم الحميد		 دار الصفوة للنشر والتوزيع			 الأولى، 1428 هـ - 2007 م	 1	
تأسيس التقديس في كشف تلبيس داود بن جرجيس	 عبد الله بن عبد الرحمن بن عبد العزيز بن عبد الرحمن بن عبد الله بن سلطان بن خميس الملقب بـ"أبابطين" (المتوفى  1282هـ)	 عبد السلام بن برجس العبد الكريم	 مؤسسة الرسالة			 الطبعة الأولى 1422هـ -2001م	 1	
تأصيل علم العقيدة	 عبد الرحيم بن صمايل العلياني السلمي							
تأملات	 مالك بن الحاج عمر بن الخضر بن نبي (المتوفى  1393هـ)	 (إشراف ندوة مالك بن نبي)	 دار الفكر-دمشق سورية			 الأولى، 1979م.	 1	
تأملات فى الأناجيل والعقيدة	 دكتور بهاء النحال					 الثانية، 1994	 1	
تأملات في دعوة الشيخ محمد بن عبد الوهاب	 عبد الله بن عبد المحسن بن عبد الرحمن التركي		 وزارة الشؤون الإسلامية والأوقاف والدعوة والإرشاد، المملكة العربية السعودية			 1419هـ	 1	
تأملات في مماثلة المؤمن للنخلة	 عبد الرزاق بن عبد المحسن البدر		 الجامعة الإسلامية بالمدينة المنورة			 السنة التاسعة والعشرون. العدد السابع بعد المائة. (1418/1419هـ)	 1	
تأملات قرآنية	 أبو هاشم صالح بن عواد بن صالح المغامسي							
تأملات وأحكام في قوله تعالى {ولاتباشروهن وأنتم عاكفون في المساجد}	 عبد العزيز بن صالح العبيد		 الجامعة الإسلامية بالمدينة المنورة			 العدد 128 - السنة 37- 1425هـ	 1	
تأويل مختلف الحديث	 أبو محمد عبد الله بن مسلم بن قتيبة الدينوري (المتوفى  276هـ)		 المكتب الاسلامي - مؤسسة الإشراق			 الطبعة الثانية- مزيده ومنقحة 1419هـ - 1999م	 1	
تأويل مشكل القرآن	 أبو محمد عبد الله بن مسلم بن قتيبة الدينوري (المتوفى  276هـ)	 إبراهيم شمس الدين	 دار الكتب العلمية، بيروت - لبنان					
تاج التراجم	 أبو الفداء زين الدين أبو العدل قاسم بن قطلوبغا السودوني (نسبة إلى معتق أبيه سودون الشيخوني) الجمالي الحنفي (المتوفى  879هـ)	 محمد خير رمضان يوسف	 دار القلم - دمشق			 الأولى، 1413 هـ -1992م	 1	
تاج العروس من جواهر القاموس	 محمد بن محمد بن عبد الرزاق الحسيني، أبو الفيض، الملقب بمرتضى، الزبيدي (المتوفى  1205هـ)	 مجموعة من المحققين	 دار الهداية					
تاج المفرق في تحلية علماء المشرق	 خالد بن عيسى بن أحمد بن إبراهيم بن أبي خالد البلوي، أبو البقاء (المتوفى  بعد 767هـ)							
تاريخ آداب العرب	 مصطفى صادق بن عبد الرزاق بن سعيد بن أحمد بن عبد القادر الرافعي (المتوفى  1356هـ)		 دار الكتاب العربي			 -	 3	
تاريخ أبي زرعة الدمشقي	 عبد الرحمن بن عمرو بن عبد الله بن صفوان النصري المشهور بأبي زرعة الدمشقي الملقب بشيخ الشباب (المتوفى  281هـ) 		 مجمع اللغة العربية - دمشق				 1	
تاريخ أسماء الثقات	 أبو حفص عمر بن أحمد بن عثمان بن أحمد بن محمد بن أيوب بن أزداذ البغدادي المعروف بـ ابن شاهين (المتوفى  385هـ)	 صبحي السامرائي	 الدار السلفية - الكويت			 الأولى، 1404 - 1984	 1	
تاريخ أسماء الضعفاء والكذابين	 أبو حفص عمر بن أحمد بن عثمان بن أحمد بن محمد بن أيوب بن أزداذ البغدادي المعروف بـ ابن شاهين (المتوفى  385هـ)	 عبد الرحيم محمد أحمد القشقري	 -			 الأولى، 1409هـ/1989م	 1	
تاريخ أصبهان = أخبار أصبهان	 أبو نعيم أحمد بن عبد الله بن أحمد بن إسحاق بن موسى بن مهران الأصبهاني (المتوفى  430هـ)	 سيد كسروي حسن	 دار الكتب العلمية - بيروت			 الأولى، 1410 هـ-1990م	 2	
تاريخ ابن الوردي	 عمر بن مظفر بن عمر بن محمد ابن أبي الفوارس، أبو حفص، زين الدين ابن الوردي المعري الكندي (المتوفى  749هـ)		 دار الكتب العلمية - لبنان / بيروت			 الأولى، 1417هـ - 1996م	 2	
ديوان المبتدأ والخبر في تاريخ العرب والبربر ومن عاصرهم من ذوي الشأن الأكبر	 عبد الرحمن بن محمد بن محمد، ابن خلدون أبو زيد، ولي الدين الحضرمي الإشبيلي (المتوفى  808هـ)	 خليل شحادة	 دار الفكر، بيروت			 الثانية، 1408 هـ - 1988 م	 1	
معرفة الرجال عن يحيى بن معين وفيه عن علي بن المديني وأبي بكر بن أبي شيبة ومحمد بن عبد الله بن نمير وغيرهم/ رواية أحمد بن محمد بن القاسم بن محرز	 أبو زكريا يحيى بن معين بن عون بن زياد بن بسطام بن عبد الرحمن المري بالولاء، البغدادي (المتوفى  233هـ)	 الجزء الأول  محمد كامل القصار	 مجمع اللغة العربية - دمشق			 الأولى، 1405هـ، 1985م	 2	
تاريخ ابن معين (رواية عثمان الدارمي)	 أبو زكريا يحيى بن معين بن عون بن زياد بن بسطام بن عبد الرحمن المري بالولاء، البغدادي (المتوفى  233هـ)	 د. أحمد محمد نور سيف	 دار المأمون للتراث - دمشق				 1	
تاريخ ابن معين (رواية الدوري)	 أبو زكريا يحيى بن معين بن عون بن زياد بن بسطام بن عبد الرحمن المري بالولاء، البغدادي (المتوفى  233هـ)	 د. أحمد محمد نور سيف	 مركز البحث العلمي وإحياء التراث الإسلامي - مكة المكرمة			 الأولى، 1399 - 1979	 4	
تاريخ ابن يونس المصري	 عبد الرحمن بن أحمد بن يونس الصدفي، أبو سعيد (المتوفى  347هـ)		 دار الكتب العلمية، بيروت			 الأولى، 1421 هـ	 2	
تاريخ إربل	 المبارك بن أحمد بن المبارك بن موهوب اللخمي الإربلي، المعروف بابن المستوفي (المتوفى  637هـ)	 سامي بن سيد خماس الصقار	 وزارة الثقافة والإعلام، دار الرشيد للنشر، العراق				 2	
تاريخ الآداب العربية في القرن التاسع عشر والربع الأول من القرن العشرين	 رزق الله بن يوسف بن عبد المسيح بن يعقوب شيخو (المتوفى  1346هـ)		 دار المشرق - بيروت			 الثالثة	 1	
تاريخ الأدب الأندلسي (عصر الطوائف والمرابطين)	 دكتور إحسان عباس (المتوفى  1424هـ)		 دار الثقافة، بيروت - لبنان			 1962		
تاريخ الأدب الأندلسي (عصر سيادة قرطبة)	 دكتور إحسان عباس (المتوفى  1424هـ)		 دار الثقافة - بيروت			 الأولى، 1960		
تاريخ الأدب العربي العصر الجاهلي	 أحمد شوقي عبد السلام ضيف الشهير بشوقي ضيف (المتوفى  1426هـ)		 دار المعارف				 1	
تاريخ الأنطاکي المعروف بصلة تاريخ أوتيخاء	 يحيى بن سعيد بن يحيى الأنطاكي (المتوفى  458هـ)		 جروس برس، طرابلس - لبنان				 1	
تاريخ الإسلام ووفيات المشاهير والأعلام	 شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى  748هـ)	 الدكتور بشار عواد معروف	 دار الغرب الإسلامي			 الأولى، 2003 م	 15	
تاريخ الإسلام ووفيات المشاهير والأعلام	 شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى  748هـ)	 عمر عبد السلام التدمري	 دار الكتاب العربي، بيروت			 الثانية، 1413 هـ - 1993 م	 52	
تاريخ الإسلام ووفيات المشاهير والأعلام	 شمس الدين أبو عبد الله محمد بن أحمد بن عثمان بن قايماز الذهبي (المتوفى  748هـ)		 المكتبة التوفيقية				 37	
تاريخ البصروي	 علي بن يوسف بن علي بن أحمد، علاء الدين الدمشقي العاتكي الشافعي الشهير بالبصروي (المتوفى  905هـ)	 أكرم حسن العلبي	 دار المأمون للتراث - دمشق			 الأولى، 1408	 1	
تاريخ البيمارستانات في الإسلام	 الدكتور أحمد عيسى (المتوفى  1365هـ)		 دار الرائد العربي، بيروت - لبنان			 الثانية، 1401 هـ - 1981 م	 1	
تاريخ التشريع الإسلامي	 مناع بن خليل القطان (المتوفى  1420هـ)		 مكتبة وهبة			 الخامسة 1422هـ-2001م	 1	
(تاريخ الجزائر الثقافي) أو (الموسوعة الثقافية الجزائرية)	 أبو القاسم سعد الله (المتوفى  1435 هـ)		 دار البصائر للنشر والتوزيع- الجزائر			 طبعة خاصة - 2007 م	 10	
تاريخ الجزائر المعاصر	 محمد العربي الزبيري		 من منشورات اتحاد الكتاب العرب				 2	
تاريخ الجزائر في القديم والحديث	 مبارك بن محمد الميلي الجزائري (المتوفى  1364هـ)		 المؤسسة الوطنية للكتاب بالجزائر				 2	
تاريخ الخلفاء	 عبد الرحمن بن أبي بكر، جلال الدين السيوطي (المتوفى  911هـ)	 حمدي الدمرداش	 مكتبة نزار مصطفى الباز			 الطبعة الأولى  1425هـ-2004م	 1	
تاريخ الخلفاء الراشدين الفتوحات والإنجازات السياسية	 د محمد سهيل طقوش		 دار النفائس			 الطبعة الأولى 1424هـ-2003م	 1	
تاريخ الخميس في أحوال أنفس النفيس	 حسين بن محمد بن الحسن الديار بكري (المتوفى  966هـ)		 دار صادر - بيروت			 -	 2	
تاريخ الدولة العلية العثمانية	 محمد فريد (بك) ابن أحمد فريد (باشا) ، المحامي (المتوفى  1338هـ)	 إحسان حقي	 دار النفائس، بيروت - لبنان			 الأولى، 1401 - 1981	 1	
تاريخ الرقة ومن نزلها من أصحاب رسول الله صلى الله عليه وسلم والتابعين والفقهاء والمحدثين	 محمد بن سعيد بن عبد الرحمن القشيري، أبو علي (المتوفى  334هـ)	 إبراهيم صالح	 دار البشائر			 الأولى 1419 هـ - 1998 م	 1	
تاريخ الزواوة	 محمد السعيد، أبو يعلى الزواوي (المتوفى  1373هـ)		 منشورات وزارة الثقافة، الجزائر			 الأولى، 2005 م	 1	
تاريخ الطبري = تاريخ الرسل والملوك، وصلة تاريخ الطبري	 محمد بن جرير بن يزيد بن كثير بن غالب الآملي، أبو جعفر الطبري (المتوفى  310هـ)		 دار التراث - بيروت			 الثانية - 1387 هـ	 11	
تاريخ العرب القديم	 توفيق برو		 دار الفكر			 إعادة الطبعة الثانية 1422هـ/ 2001م	 1	
تاريخ العرب وحضارتهم في الأندلس	 د خليل إبراهيم السامرائي - د عبد الواحد ذنون طه - د ناطق صالح مصلوب		 دار الكتاب الجديد المتحدة - بيروت، لبنان			 الأولى، 2000 م	 1	
تاريخ العلماء النحويين من البصريين والكوفيين وغيرهم.	 أبو المحاسن المفضل بن محمد بن مسعر التنوخي المعري (المتوفى  442هـ)	 الدكتور عبد الفتاح محمد الحلو.	 هجر للطباعة والنشر والتوزيع والإعلان، القاهرة			 الثانية 1412هـ - 1992م	 1	
تاريخ الفكر الديني الجاهلي	 محمد إبراهيم الفيومي (المتوفى  1427هـ)		 دار الفكر العربي			 الرابعة 1415هـ-1994	 1	
تاريخ الفلبين	 -		 الجامعة الإسلامية، المدينة المنورة			 السنة الخامسة، العدد الثالث، محرم 1393هـ، فبراير 1973م	 1	
تاريخ الفلسفة الحديثة	 يوسف بطرس كرم (المتوفى  1959 م)		 مكتبة الدراسات الفلسفية			 الخامسة	 1	
تاريخ القرآن الكريم	 محمد طاهر بن عبد القادر الكردي المكي الشافعي الخطاط (المتوفى  1400هـ)							
تاريخ المدارس الوقفية في المدينة المنورة	 طارق بن عبد الله حجار		 الجامعة الإسلامية بالمدينة المنورة			 العدد 120 - السنة 35 - 1423هـ/2003م	 1	
تاريخ المدينة لابن شبة	 عمر بن شبة (واسمه زيد) بن عبيدة بن ريطة النميري البصري، أبو زيد (المتوفى  262هـ)							
تاريخ المستبصر	 جمال الدين أبو الفتح يوسف بن يعقوب ابن محمد المعروف بابن المجاور الشيباني الدمشقي (المتوفى  690هـ)							
تاريخ النقد الأدبي عند العرب	 دكتور إحسان عباس (المتوفى  1424هـ)		 دار الثقافة، بيروت - لبنان			 الرابعة، 1983		
تاريخ اليمن خلال القرن الحادي عشر الهجري- السابع عشر الميلادي/ تاريخ طبق الحلوى وصحاف المن والسلوى	 عبد الله بن علي بن أحمد بن محمد الحسني، المعروف بالوزير (المتوفى  1147هـ)	 محمد عبد الرحيم جازم	 دار المسيرة - بيروت					
تاريخ بغداد	 أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى  463هـ)	 الدكتور بشار عواد معروف	 دار الغرب الإسلامي - بيروت			 الأولى، 1422هـ - 2002 م	 16	
تاريخ بغداد وذيوله	 أبو بكر أحمد بن علي بن ثابت بن أحمد بن مهدي الخطيب البغدادي (المتوفى  463هـ)		 دار الكتب العلمية - بيروت			 الأولى، 1417 هـ	 24	
تاريخ بيت المقدس	 جمال الدين أبو الفرج عبد الرحمن بن علي بن محمد الجوزي (المتوفى  597هـ)	 محمد زينهم محمد عزب	 مكتبة الثقافة الدينية				 1	
تاريخ بيهق / تعريب	 أبو الحسن ظهير الدين علي بن زيد بن محمد بن الحسين البيهقي، الشهير بابن فندمه (المتوفى  565هـ)		 دار اقرأ، دمشق			 الأولى، 1425 هـ	 1	
تاريخ جرجان	 أبو القاسم حمزة بن يوسف بن إبراهيم السهمي القرشي الجرجاني (المتوفى  427هـ)	 تحت مراقبة محمد عبد المعيد خان	 عالم الكتب - بيروت			 الرابعة 1407 هـ - 1987 م	 1	
تاريخ خليفة بن خياط	 أبو عمرو خليفة بن خياط بن خليفة الشيباني العصفري البصري (المتوفى  240هـ)	 د. أكرم ضياء العمري	 دار القلم , مؤسسة الرسالة - دمشق , بيروت			 الثانية، 1397	 1	
تاريخ داريا لعبد الجبار الخولاني	 أبو علي عبد الجبار بن عبد الله بن محمد بن عبد الرحيم بن داود الخولاني الداراني المعروف بابن مهنا (المتوفى  370هـ)		 مطبعة البرقي بدمشق				 1	
تاريخ دمشق لابن القلانسي	 حمزة بن أسد بن علي بن محمد، أبو يعلى التميمي، المعروف بابن القلانسي (المتوفى   555هـ)	 د سهيل زكار	 دار حسان للطباعة والنشر ، لصاحبها عبد الهادي حرصوني - دمشق			 الأولى 1403 هـ - 1983 م	 1	
